TV,Radio,Social Media,Sales,Performance,Total_Investment,ROI
44.0,16.91203429,4.034660177,154.2065565,Basse Performance,64.946694467,137.43557353539177
86.0,31.52189727,6.398283645,304.7437748,Haute Performance,123.920180915,145.91940759756594
93.0,33.05945096,5.78929841,335.2090696,Haute Performance,131.84874936999998,154.23757995559063
30.0,10.64510759,1.915517115,104.1809671,Basse Performance,42.560624705,144.78251393655148
32.0,0.758066665,2.359200238,112.269694,Basse Performance,35.117266903,219.69940687613425
29.0,2.172596338,4.208324504,103.6348659,Basse Performance,35.380920841999995,192.91172596326857
72.0,25.40659637,3.215455403,262.4011715,Haute Performance,100.62205177300001,160.77899116186606
14.0,8.001265854,4.18783431,51.44298395,Basse Performance,26.189100164,96.42898621127287
95.0,38.41522497,7.673636553,336.7606331,Haute Performance,141.088861523,138.68690232864486
20.0,3.934783488,0.328469804,72.62590273,Basse Performance,24.263253292,199.32466951555082
49.0,24.35904434,3.797367287,174.1981389,Basse Performance,77.156411627,125.77273259172847
29.0,11.21368878,0.55883658,98.99963768,Basse Performance,40.772525359999996,142.8096783456143
39.0,13.18725635,2.766352269,140.4152859,Basse Performance,54.953608619,155.5160424013573
87.0,33.70789822,3.327272719,309.3616681,Haute Performance,124.03517093900001,149.41447313531964
38.0,9.437711713,4.377587812,133.5654887,Basse Performance,51.815299525,157.77229876970398
43.0,9.726736048,0.337998227,152.2546677,Basse Performance,53.064734275,186.92251036434686
30.0,8.421994731,3.279480595,112.3081088,Basse Performance,41.701475326,169.31447370155328
93.0,19.95638677,2.261406312,333.5791129,Haute Performance,115.217793082,189.52048462045542
86.0,25.26070742,6.765663894,307.6190894,Haute Performance,118.026371314,160.63589516075461
63.0,26.03598627,3.290816886,225.4862319,Haute Performance,92.326803156,144.22618805397948
93.0,28.03820883,2.924281836,333.9664321,Haute Performance,123.96249066600001,169.40926267755214
94.0,32.14620508,4.61092529,334.6459156,Haute Performance,130.75713037,155.92938194120757
63.0,21.84654391,2.64241023,222.4683071,Haute Performance,87.48895414,154.2815939301386
30.0,17.46901907,4.337634178,105.1853123,Basse Performance,51.806653248,103.03437050155462
18.0,7.291955516,2.317959067,62.31766345,Basse Performance,27.609914583000002,125.70755611236217
24.0,3.426021221,0.00317676,86.11553566,Basse Performance,27.429197980999998,213.95571871861364
56.0,14.88018119,2.367556821,197.225133,Haute Performance,73.247738011,169.2576431102646
40.0,17.42884965,3.306706147,143.8359148,Basse Performance,60.735555797,136.8232461406152
74.0,29.56295098,2.060719698,263.105633,Haute Performance,105.623670678,149.09722537677476
52.0,14.56589504,1.9982184,182.9860143,Basse Performance,68.56411344,166.88307500705866
74.0,20.22086793,4.540904518,267.7373384,Haute Performance,98.761772448,171.09410024103096
70.0,15.3541893,1.049369556,250.7513879,Haute Performance,86.403558856,190.20955990701927
99.0,33.87824351,8.091610987,356.5821434,Haute Performance,140.969854497,152.94921717294423
42.0,15.21523612,1.501445964,145.2164746,Basse Performance,58.716682084,147.31723497634545
85.0,31.79693826,2.16250238,303.397391,Haute Performance,118.95944064000001,155.0427182304545
38.0,8.872274678,1.605213404,132.3443679,Basse Performance,48.477488081999994,173.00170272052594
30.0,15.43267247,3.9865702,104.5039262,Basse Performance,49.41924267,111.46403820437176
49.0,21.03218038,5.087016957,174.5641128,Basse Performance,75.119197337,132.38282488146123
27.0,6.447508155,1.415638249,96.43343282,Basse Performance,34.863146404,176.60565028329106
30.0,4.561312156,1.652759623,104.1503565,Basse Performance,36.214071779,187.59637175180956
100.0,36.57380821,5.273156173,354.7973747,Haute Performance,141.846964383,150.12687176160787
21.0,1.380311071,5.286680958,80.94072509,Basse Performance,27.666992029,192.5533972220743
38.0,18.90360911,4.889993447,131.1015188,Basse Performance,61.79360255700001,112.16034245465553
39.0,9.722746017,0.903060425,135.5443199,Basse Performance,49.625806442,173.13272996060425
14.0,4.828279786,0.28603859,49.18778559,Basse Performance,19.114318376,157.33476142032006
40.0,18.378401,1.320080106,141.3801238,Basse Performance,59.698481105999996,136.82365309925882
33.0,17.44947546,0.887761603,119.3308074,Basse Performance,51.337237063,132.44493515215802
88.0,26.00963987,1.495600762,321.0466894,Haute Performance,115.505240632,177.94989010313014
67.0,28.48182095,1.520803886,240.4027581,Haute Performance,97.002624836,147.83118859561085
65.0,20.06155575,3.529274197,226.9989318,Haute Performance,88.590829947,156.23298927869115
95.0,30.73728576,8.980234377,341.4281402,Haute Performance,134.71752013699998,153.44004243307566
77.0,31.6532001,7.776978403,273.9603772,Haute Performance,116.430178503,135.30014359029863
70.0,21.43851856,5.708104984,249.3019048,Haute Performance,97.14662354400001,156.6243639822286
34.0,16.19365273,0.792203039,117.0546557,Basse Performance,50.985855769,129.58260469400733
59.0,13.45217597,1.50308216,208.7495053,Haute Performance,73.95525813,182.26458885865293
30.0,12.1555835,0.932529328,106.0995933,Basse Performance,43.088112828,146.2386638364286
68.0,22.38968684,1.506105779,243.0816632,Haute Performance,91.89579261899999,164.51881666423697
43.0,8.573864534,3.298362157,156.9537519,Basse Performance,54.872226691,186.03496042514914
18.0,8.477135293,0.608817354,61.70848657,Basse Performance,27.085952647,127.82468600688017
84.0,33.9556193,4.479871088,299.3466037,Haute Performance,122.43549038799999,144.49332685430173
61.0,28.38518716,6.157704568,222.4507601,Haute Performance,95.542891728,132.82816343186744
24.0,11.88643795,1.558209074,82.54907175,Basse Performance,37.444647024,120.45626894837731
41.0,8.715248318,0.181466489,144.5920869,Basse Performance,49.896714807,189.78277920556644
67.0,18.30464111,4.895171905,234.021177,Haute Performance,90.199813015,159.44751898885073
51.0,24.00692574,4.152022007,183.3277351,Basse Performance,79.158947747,131.59445687167798
100.0,36.73413489,7.359714283,354.1039697,Haute Performance,144.093849173,145.74537479032884
44.0,18.94795499,2.229813818,160.5796388,Basse Performance,65.177768808,146.3717947649203
10.0,0.758569411,0.527880863,35.54799802,Basse Performance,11.286450274,214.96172097519494
21.0,1.397371107,1.444591132,77.54794767,Basse Performance,23.841962239,225.25824381664896
32.0,5.471955572,0.672964457,110.3748636,Basse Performance,38.144920029,189.35665225169322
98.0,31.36391464,5.657550436,351.4266721,Haute Performance,135.021465076,160.27466958841788
39.0,4.856123013,0.874163256,131.0772545,Basse Performance,44.730286269000004,193.03915855070693
40.0,19.63906306,0.795725948,146.1456862,Basse Performance,60.434789007999996,141.82377170317267
44.0,19.01537456,6.543306951,153.5822256,Basse Performance,69.558681511,120.79519373252138
49.0,24.87104934,5.036281432,174.9861639,Basse Performance,78.907330772,121.76160590910936
78.0,30.11726533,3.357794085,278.955153,Haute Performance,111.47505941499999,150.2399679927545
49.0,20.42365468,4.346777364,178.3746767,Basse Performance,73.770432044,141.7969798436443
55.0,22.37478299,5.066577857,197.0111372,Haute Performance,82.441360847,138.9712338271878
73.0,22.86737608,0.968984226,261.0908818,Haute Performance,96.836360306,169.62070959189356
58.0,17.39877506,4.007447145,204.099035,Haute Performance,79.40622220499999,157.03153900595515
82.0,23.43478708,5.914866129,288.0207452,Haute Performance,111.34965320900001,158.66335179274748
27.0,10.33353047,1.130122514,97.61236339,Basse Performance,38.463652984,153.77819270209335
94.0,29.34460985,3.436481014,336.3726161,Haute Performance,126.78109086399999,165.3176540820524
69.0,23.29045109,5.671686076,245.979961,Haute Performance,97.962137166,151.0969728877791
94.0,37.09705521,7.596290451,334.643793,Haute Performance,138.693345661,141.28323634066064
70.0,23.80856837,3.766603039,246.4947988,Haute Performance,97.575171409,152.62041074648235
88.0,27.46149343,1.524062069,312.1429635,Haute Performance,116.985555499,166.8217987840971
64.0,23.08148805,3.056298128,219.5681841,Haute Performance,90.137786178,143.5917204205645
39.0,11.78254265,2.956726836,138.3753078,Basse Performance,53.739269486,157.49383853468487
99.0,37.73241144,7.72405273,349.0483366,Haute Performance,144.45646417,141.62874164580904
94.0,30.49815694,8.823311925,331.4840935,Haute Performance,133.321468865,148.63519455794284
36.0,8.840112507,0.962941668,125.3870645,Basse Performance,45.803054175,173.75262798182166
78.0,26.40676494,2.475101624,271.0264376,Haute Performance,106.881866564,153.57569652632475
44.0,6.313173395,1.310027864,152.8312537,Basse Performance,51.623201259,196.0514845509612
79.0,27.88320654,7.467941688,282.7480985,Haute Performance,114.351148228,147.26301649043378
26.0,15.26673306,2.205879856,88.96782897,Basse Performance,43.472612916,104.65259160269058
17.0,8.197932469,2.119872253,63.25378214,Basse Performance,27.317804722,131.54782305424223
13.0,8.077501591,0.013230147,48.30375112,Basse Performance,21.090731738000002,129.02833206573496
12.0,3.556576557,0.360014914,37.24327179,Basse Performance,15.916591471,133.99024758446038
11.0,3.785254654,1.569644569,45.55251127,Basse Performance,16.354899223,178.5251724812783
39.0,13.22123736,3.660566126,135.7731514,Basse Performance,55.881803486,142.96487036968136
86.0,27.14817277,4.409399375,308.3930492,Haute Performance,117.557572145,162.3336324261752
76.0,26.19267329,4.127600897,269.6030059,Haute Performance,106.320274187,153.57628915235148
33.0,13.36586735,0.012138363,116.2374967,Basse Performance,46.378005713,150.63064897466688
83.0,28.40915338,4.085216067,292.857168,Haute Performance,115.494369447,153.56835090942786
37.0,10.25291621,0.86532872,135.5300789,Basse Performance,48.11824493,181.66047846749674
92.0,16.70376892,1.888403291,325.5137107,Haute Performance,110.592172211,194.33702602291675
94.0,30.37270595,5.94611293,334.0892379,Haute Performance,130.31881888,156.36300326481287
27.0,3.438824491,0.749518789,97.50795879,Basse Performance,31.188343279999998,212.6423161198449
53.0,19.04450325,2.715095722,191.6180402,Basse Performance,74.759598972,156.312290107077
73.0,28.4645976,5.545684409,256.4252258,Haute Performance,107.01028200900001,139.62671715829475
78.0,26.39407008,3.83736988,279.5906387,Haute Performance,108.23143996,158.32663669940146
59.0,25.68728652,6.903109247,209.8956538,Haute Performance,91.590395767,129.16775502746037
44.0,15.72633981,5.470316628,159.6309441,Basse Performance,65.196656438,144.84529241434961
82.0,33.67469531,8.243045066,290.0198478,Haute Performance,123.91774037600001,134.04223392066476
47.0,14.16232438,4.388114516,170.1261872,Basse Performance,65.550438896,159.53477972880725
22.0,3.598474281,4.325620528,78.81257166,Basse Performance,29.924094809000003,163.3749564123699
78.0,24.89028294,3.531093274,277.0940713,Haute Performance,106.42137621399999,160.37444840292113
15.0,9.809647258,2.175099221,51.15173712,Basse Performance,26.984746479,89.55796809062919
78.0,36.13477932,6.812528936,275.8154126,Haute Performance,120.94730825600001,128.0459289066627
63.0,19.10204333,4.773049696,225.791715,Haute Performance,86.875093026,159.90385406830586
45.0,12.22739961,1.306053839,162.3039063,Basse Performance,58.533453449,177.28400894954
31.0,8.843924649,0.104810858,111.1277488,Basse Performance,39.948735507,178.17588564355856
23.0,2.201752448,0.376547887,80.45443519,Basse Performance,25.578300335,214.54175663075773
19.0,4.894410734,0.147196027,69.99070666,Basse Performance,24.041606761,191.12324877361385
40.0,11.90789251,1.958036191,138.6769979,Basse Performance,53.865928700999994,157.4484488511669
35.0,5.392624287,0.020639976,118.5011567,Basse Performance,40.413264263,193.22342270800596
63.0,20.77468172,6.259153285,229.0903237,Haute Performance,90.033835005,154.44914535438542
78.0,23.80959139,1.915047092,276.9190626,Haute Performance,103.724638482,166.97520150726345
91.0,22.27671374,3.290079821,322.6677652,Haute Performance,116.56679356100001,176.8093342390398
44.0,16.60931402,5.15906663,157.490072,Basse Performance,65.76838065,139.46168423716543
16.0,12.25135762,1.463118167,56.81533661,Basse Performance,29.714475787,91.20423667328014
40.0,12.7084063,5.838251913,139.792394,Basse Performance,58.546658213,138.77091924088637
60.0,21.43888957,3.147751404,212.1691189,Haute Performance,84.586640974,150.8305288600075
49.0,16.31903668,0.463311511,177.5025509,Basse Performance,65.782348191,169.8331023158656
71.0,26.02394936,3.116428483,253.9861099,Haute Performance,100.14037784300001,153.6300694792656
59.0,21.27291211,3.385121455,215.9054823,Haute Performance,83.658033565,158.0809912681576
92.0,33.29585958,1.229454172,327.6536439,Haute Performance,126.525313752,158.96291752512707
60.0,19.01558716,5.895165277,214.4576138,Haute Performance,84.910752437,152.56826449526284
28.0,10.93200857,1.867646115,97.20055286,Basse Performance,40.799654685,138.2386655241369
29.0,9.197032332,3.246667727,99.10933661,Basse Performance,41.443700059,139.14210475634695
97.0,31.70701011,4.365166691,347.1547599,Haute Performance,133.072176801,160.87704300437292
11.0,9.398839224,3.206508472,41.35123045,Basse Performance,23.605347696,75.17738345793187
49.0,13.76198317,2.502653025,173.1550912,Basse Performance,65.264636195,165.3122752153878
38.0,4.338843042,0.028073247,139.8343646,Basse Performance,42.366916289,230.05556421935313
18.0,12.38447814,1.637157501,65.125304,Basse Performance,32.021635640999996,103.37906760957142
42.0,10.01903472,0.191093711,152.9496029,Basse Performance,52.210128431,192.95006064222872
76.0,32.31926372,6.494517858,270.6378511,Haute Performance,114.813781578,135.71895932731664
86.0,29.91962703,6.312902998,303.6096465,Haute Performance,122.232530028,148.38694448233352
70.0,30.47388738,5.704360367,248.0514829,Haute Performance,106.178247747,133.617985004851
69.0,24.36246064,5.463176008,239.7328932,Haute Performance,98.825636648,142.58168359075444
47.0,14.59516994,0.573235814,162.1479537,Basse Performance,62.168405754,160.82051121210742
46.0,17.87483166,3.918941935,167.5332259,Basse Performance,67.793773595,147.1218476505578
98.0,33.5556744,5.401715328,343.7047069,Haute Performance,136.95738972799998,150.95740184783327
63.0,18.31721305,5.106410106,222.4538087,Haute Performance,86.42362315599999,157.3993088654211
66.0,15.81007671,0.495169721,229.5582512,Haute Performance,82.305246431,178.91083637353358
76.0,21.43025018,3.608351353,269.0373261,Haute Performance,101.038601533,166.27182286576902
12.0,12.84827976,2.810375342,42.65152205,Basse Performance,27.658655102,54.20678226294474
75.0,38.27143199,8.586450249,263.5238127,Haute Performance,121.85788223899999,116.25504059158888
85.0,25.24181707,5.969538042,296.2485996,Haute Performance,116.21135511199999,154.92224861717438
12.0,3.188668313,0.276135877,46.84859882,Basse Performance,15.46480419,202.936902688323
90.0,33.5117751,4.663526779,322.4697556,Haute Performance,128.175301879,151.58493943272924
88.0,35.4551909,4.091396616,312.3107698,Haute Performance,127.54658751599999,144.86015336225472
35.0,18.81472652,3.041468747,123.9521411,Basse Performance,56.856195267000004,118.00991170428048
89.0,26.11806108,4.020019107,320.5882954,Haute Performance,119.138080187,169.0896939893628
54.0,22.45001505,3.389499568,188.8286445,Basse Performance,79.83951461800001,136.51026112003456
16.0,1.095054697,1.784711655,55.33417257,Basse Performance,18.879766351999997,193.08716823255742
98.0,32.07909439,4.158338824,342.6522282,Haute Performance,134.237433214,155.2583284676989
23.0,7.989787362,0.508955059,84.70733843,Basse Performance,31.498742421000003,168.92292174028566
93.0,33.74742661,2.79805324,333.0773697,Haute Performance,129.54547985,157.11230533529113
52.0,17.45288044,3.909853584,188.1163762,Basse Performance,73.362734024,156.41952784701195
27.0,8.301393097,0.297735659,98.16192205,Basse Performance,35.599128756,175.74248438160288
13.0,5.358821718,3.103557138,47.50814092,Basse Performance,21.462378856,121.3554296042942
83.0,21.93601248,4.436259637,294.4933353,Haute Performance,109.37227211700001,169.25776487935477
66.0,21.57823348,8.87423765,231.9942926,Haute Performance,96.45247112999999,140.5270594750391
19.0,7.789507227,4.06782199,62.0795245,Basse Performance,30.857329217,101.1824291837901
85.0,23.77346122,4.542661031,304.9042152,Haute Performance,113.316122251,169.07399330575777
63.0,19.71906624,5.481915242,220.7061299,Haute Performance,88.200981482,150.2309228214672
62.0,25.07908112,5.066101233,225.469526,Haute Performance,92.145182353,144.68943491396686
45.0,15.53732896,0.125813206,157.6872981,Basse Performance,60.66314216599999,159.93921921897962
23.0,6.621635323,0.113631173,79.93998662,Basse Performance,29.735266496,168.83897822389974
50.0,11.36398701,2.32129586,185.3102927,Basse Performance,63.68528287,190.97820461639722
60.0,19.49995648,4.912336165,216.2681567,Haute Performance,84.41229264500001,156.20457628076306
25.0,13.00455149,5.277124394,91.95954527,Basse Performance,43.281675883999995,112.46761681886453
31.0,12.22596591,0.397207276,111.1431062,Basse Performance,43.623173186,154.7799668907836
77.0,21.03196536,1.86728813,275.3886734,Haute Performance,99.89925349,175.66639767490017
27.0,9.235845656,2.963209488,93.35175941,Basse Performance,39.199055144,138.14798358548924
77.0,25.58343965,3.870991902,276.0838978,Haute Performance,106.454431552,159.34467337335855
95.0,25.54636769,1.963490079,333.3682547,Haute Performance,122.50985776899999,172.11545321404807
48.0,25.37723103,3.997027881,172.8854592,Basse Performance,77.374258911,123.4405364694505
14.0,4.643175727,0.637375788,53.97461493,Basse Performance,19.280551515,179.94331431862054
24.0,4.014313143,1.258968767,91.49656896,Basse Performance,29.273281909999998,212.55999665942485
65.0,23.29031005,7.389827731,229.1969742,Haute Performance,95.680137781,139.54498761760098
35.0,9.531452188,0.103503553,125.3393415,Basse Performance,44.634955741000006,180.80982588466634
86.0,24.29320314,8.041212299,306.6065875,Haute Performance,118.334415439,159.10178908016164
48.0,14.41875328,3.117413536,170.2833159,Basse Performance,65.536166816,159.83105844150015
59.0,19.34086431,1.602340512,210.5717703,Haute Performance,79.943204822,163.40171221413382
88.0,26.30065656,4.204039947,314.1805472,Haute Performance,118.50469650699999,165.12075593682613
78.0,23.32245121,3.866739527,280.8316239,Haute Performance,105.18919073699999,166.97764469179276
79.0,31.05740864,3.806952761,286.677508,Haute Performance,113.86436140100001,151.7710585407826
22.0,1.060644401,1.093882341,73.09318596,Basse Performance,24.154526742,202.60657449729797
46.0,17.61333015,3.480429694,160.6150905,Basse Performance,67.09375984399999,139.38901452750136
83.0,23.77898268,2.930681192,295.4915271,Haute Performance,109.709663872,169.33956104792614
26.0,12.10537618,4.007434704,94.00245512,Basse Performance,42.112810884,123.21581757848068
34.0,2.089999917,0.217752116,123.1219261,Basse Performance,36.307752033,239.1064420295007
50.0,3.497200302,3.337071447,174.7450326,Basse Performance,56.834271749,207.46418881152397
79.0,19.15584406,0.014711851,281.5928898,Haute Performance,98.170555911,186.8404759317937
75.0,25.27194402,7.717105296,267.8036097,Haute Performance,107.989049316,147.9914504260029
32.0,13.45746031,0.91765612,116.7838444,Basse Performance,46.37511643,151.8243691663331
29.0,9.487993613,0.250432849,105.7767079,Basse Performance,38.738426462,173.05370290081456
96.0,36.72307745,3.950392592,343.0877465,Haute Performance,136.67347004200002,151.0273181726991
74.0,27.96329539,2.837584957,258.3754265,Haute Performance,104.800880347,146.53936650580454
49.0,20.26585723,3.446132597,171.8566675,Basse Performance,72.711989827,136.3525849160365
34.0,16.85678293,3.886005263,118.9163836,Basse Performance,54.742788193,117.22748790352244
37.0,12.22871601,1.749290106,129.0148388,Basse Performance,50.978006115999996,153.07941331881028
37.0,8.823525102,3.405839489,132.5496146,Basse Performance,49.229364591,169.2490868026203
59.0,15.29205006,3.340436207,208.2744516,Haute Performance,77.63248626699999,168.28259870962458
48.0,14.11561705,3.328378357,175.5461581,Basse Performance,65.443995407,168.23875438574353
80.0,24.55463481,4.832325799,285.5962329,Haute Performance,109.386960609,161.08800474021226
28.0,5.313706473,2.473598787,91.49752891,Basse Performance,35.78730526,155.67035082763874
64.0,25.52828252,3.140870036,226.276965,Haute Performance,92.669152556,144.17722484648897
50.0,21.17480421,4.486404533,180.3195365,Basse Performance,75.661208743,138.3249481415174
46.0,18.54842127,2.45558294,164.7562034,Basse Performance,67.00400421,145.89008573820576
86.0,24.78624404,6.349962293,309.2043274,Haute Performance,117.136206333,163.9699005796553
69.0,29.59440206,8.243715012,246.091519,Haute Performance,106.83811707199999,130.34056172494581
85.0,29.50102223,2.518222112,300.5584458,Haute Performance,117.01924434200001,156.8453141960044
52.0,9.837592493,2.080182174,183.7118744,Basse Performance,63.917774667,187.41907138836652
54.0,17.44304527,5.549219531,191.0034733,Basse Performance,76.992264801,148.08138037461546
17.0,2.249203812,0.395150251,61.86530832,Basse Performance,19.644354063,214.9266609713722
93.0,26.50281649,3.537618612,331.6478588,Haute Performance,123.040435102,169.5437955214197
85.0,24.48397916,5.918985615,297.0564909,Haute Performance,115.402964775,157.40802368393918
21.0,1.505943316,2.438904189,73.87341975,Basse Performance,24.944847505,196.14700885701004
88.0,37.96929695,4.739682162,314.311367,Haute Performance,130.708979112,140.46654570737445
75.0,29.4842347,7.237783972,268.7997822,Haute Performance,111.722018672,140.59696145408725
38.0,3.046308751,1.743629417,132.3260378,Basse Performance,42.789938168,209.2456859378185
95.0,36.36570198,1.944664898,339.115278,Haute Performance,133.310366878,154.38027509919308
46.0,25.28199938,2.798757505,163.6396214,Basse Performance,74.080756885,120.8935603263714
